020431	00015049	1500	00	01
020431	00033114	1528	00	01
020431	00055364	1552	00	01
020431	00000888	1627	00	01
020431	00003435	1900	00	01
020431	00032532	1946	00	01
020431	00063826	2006	00	01
020431	00411369	2048	00	01
020431	00007575	2100	00	01
020431	00055364	2101	00	01
020431	00030294	2127	00	01
020501	00055364	0626	00	01
020501	00015049	0701	00	01
020501	00005004	0705	00	01
020501	00061572	0709	00	01
020501	00030945	0711	00	01
020501	00030294	0731	00	01
020501	00002424	0732	00	01
020501	00033114	0758	00	01
