040629	00052555	1651	00	01
040629	00052555	1843	00	01
040629	00063826	1900	00	01
040629	00052555	1945	00	01
040629	00049554	2030	00	01
040629	00013749	2035	00	01
040629	00411369	2048	00	01
040629	00055364	2100	00	01
040629	00028479	2121	00	01
040629	00121516	2130	00	01
040630	00055364	0628	00	01
040630	00002601	0629	00	01
040630	00002424	0702	00	01
040630	00007575	0714	00	01
040630	00030294	0717	00	01
040630	00096142	0818	00	01
040630	00033114	0836	00	01
040630	00055858	0927	00	01
040630	00411369	1001	00	01
040630	00028479	1017	00	01
040630	00013749	1024	00	01
040630	00121516	1306	00	01
040630	00049554	1313	00	01
040630	00063826	1316	00	01
040630	00055364	1337	00	01
040630	00002601	1337	00	01
040630	00007575	1422	00	01
040630	00030294	1500	00	01
040630	00096142	1504	00	01
040630	00002424	1544	00	01
040630	00013778	1546	00	01
040630	00055364	1554	00	01
