030810	00054321	0926	00	01
030810	00000888	1207	00	01
030810	00013733	1208	00	01
030810	00032532	1258	00	01
030810	00049554	1327	00	01
030810	00055364	1331	00	01
030810	00063826	1334	00	01
030810	00033114	1339	00	01
030810	00096142	1406	00	01
030810	00002424	1408	00	01
030810	00007575	1409	00	01
030810	00411369	1429	00	01
030810	00003737	1448	00	01
030810	00052068	1456	00	01
030810	00052555	1549	00	01
030810	00030294	1604	00	01
030810	00054321	1732	00	01
030810	00063826	1900	00	01
030810	00052555	2001	00	01
030810	00033114	2002	00	01
030810	00052068	2003	00	01
030810	00032532	2006	00	01
030810	00028479	2019	00	01
030810	00049554	2024	00	01
030810	00085085	2034	00	01
030812	00002601	0629	00	01
030812	00055364	0629	00	01
030812	00002424	0658	00	01
030812	00030294	0712	00	01
030812	00096142	0717	00	01
030812	00007575	0722	00	01
030812	00000888	0757	00	01
030812	00055858	0900	00	01
030812	00013733	0901	00	01
030812	00054321	0918	00	01
030812	00411369	0933	00	01
030812	00085085	1154	00	01
030812	00028479	1258	00	01
030812	00032532	1302	00	01
