030823	00013733	0854	00	01
030823	00054321	0900	00	01
030823	00055858	0905	00	01
030823	00032532	1259	00	01
030823	00028479	1302	00	01
030823	00055364	1304	00	01
030823	00063826	1317	00	01
030823	00049554	1330	00	01
030823	00033114	1357	00	01
030823	00002424	1402	00	01
030823	00055364	1444	00	01
030823	00032532	1504	00	01
030823	00032532	1516	00	01
030823	00007575	1541	00	01
030823	00003737	1542	00	01
030823	00000888	1553	00	01
030823	00030294	1604	00	01
030823	00052555	1614	00	01
030823	00054321	1618	00	01
030823	00013733	1744	00	01
030823	00055858	1746	00	01
030823	00032532	1951	00	01
030823	00028479	2004	00	01
030823	00411369	2005	00	01
030823	00063826	2031	00	01
030823	00049554	2034	00	01
030823	00033114	2100	00	01
030823	00055364	2101	00	01
030823	00052555	2103	00	01
030824	00055364	0626	00	01
030824	00002601	0635	00	01
030824	00007575	0653	00	01
030824	00055858	0710	00	01
030824	00002424	0719	00	01
030824	00003737	0725	00	01
030824	00096142	0801	00	01
030824	00030294	0822	00	01
030824	00013733	0849	00	01
030824	00054321	0908	00	01
030824	00411369	0912	00	01
030824	00000888	0917	00	01
030824	00007575	0951	00	01
030824	00007575	1006	00	01
