970516	00052842	1110	00	01
970516	00055364	1228	00	01
970516	00035330	1301	00	01
970516	00063826	1332	00	01
970516	00001205	1336	00	01
970516	00061572	1347	00	01
970516	00063710	1400	00	01
970516	00030294	1411	00	01
970516	00035401	1412	00	01
970516	00062243	1416	00	01
970516	00005004	1417	00	01
970516	00030945	1418	00	01
970516	00065492	1430	00	01
970516	00034067	1443	00	01
970516	00048355	1505	00	01
970516	00052068	1545	00	01
970516	00055364	1548	00	01
970516	00053842	1557	00	01
970516	00015049	1615	00	01
970516	00001307	1623	00	01
970516	00034067	1746	00	01
970516	00011241	1830	00	01
970516	00011958	1850	00	01
970516	00063826	1906	00	01
970516	00065492	1909	00	01
970516	00001205	1930	00	01
970516	00052842	1936	00	01
970516	00053842	1939	00	01
970516	00001307	2000	00	01
970516	00035330	2001	00	01
970516	00063710	2002	00	01
970516	00035401	2017	00	01
970516	00052068	2018	00	01
970516	00055364	2100	00	01
970517	00055364	0629	00	01
970517	00015049	0634	00	01
970517	00030294	0658	00	01
970517	00030945	0704	00	01
970517	00005004	0704	00	01
970517	00062243	0712	00	01
970517	00061572	0714	00	01
970517	00011958	0901	00	01
970517	00011241	0932	00	01
970517	00048355	1011	00	01
970517	00062243	1018	00	01
