970810	00062243	0726	00	01
970810	00011958	0830	00	01
970810	00011241	0934	00	01
970810	00062243	1037	00	01
970810	00035330	1144	00	01
970810	00062243	1153	00	01
970810	00055364	1229	00	01
970810	00001205	1332	00	01
970810	00063826	1338	00	01
970810	00065492	1342	00	01
970810	00063710	1358	00	01
970810	00030294	1404	00	01
970810	00030945	1433	00	01
970810	00062243	1433	00	01
970810	00061572	1435	00	01
970810	00011958	1435	00	01
970810	00005004	1436	00	01
970810	00034067	1445	00	01
970810	00048355	1448	00	01
970810	00053842	1507	00	01
970810	00052068	1516	00	01
970810	00055364	1553	00	01
970810	00015049	1611	00	01
970810	00052842	1612	00	01
970810	00001307	1617	00	01
970810	00052842	1730	00	01
970810	00052842	1730	00	01
970810	00034067	1741	00	01
970810	00063826	1848	00	01
970810	00065492	1901	00	01
970810	00001205	1920	00	01
970810	00052842	1935	00	01
970810	00035330	1949	00	01
970810	00053842	1950	00	01
970810	00001307	2000	00	01
970810	00063710	2000	00	01
970810	00052068	2006	00	01
970810	00055364	2017	00	01
970812	00055364	0628	00	01
970812	00015049	0639	00	01
970812	00030294	0647	00	01
970812	00030945	0705	00	01
970812	00061572	0714	00	01
970812	00005004	0718	00	01
970812	00062243	0737	00	01
