970807	00048355	0957	00	01
970807	00035330	1128	00	01
970807	00055364	1235	00	01
970807	00030294	1246	00	01
970807	00063826	1341	00	01
970807	00001205	1341	00	01
970807	00061572	1345	00	01
970807	00063710	1400	00	01
970807	00030294	1412	00	01
970807	00030294	1414	00	01
970807	00062243	1415	00	01
970807	00030945	1421	00	01
970807	00011958	1426	00	01
970807	00005004	1427	00	01
970807	00065492	1431	00	01
970807	00034067	1446	00	01
970807	00035401	1449	00	01
970807	00048355	1514	00	01
970807	00052068	1515	00	01
970807	00055364	1542	00	01
970807	00053842	1549	00	01
970807	00052842	1603	00	01
970807	00015049	1606	00	01
970807	00001307	1608	00	01
970807	00034067	1748	00	01
970807	00011241	1802	00	01
970807	00063826	1901	00	01
970807	00065492	1907	00	01
970807	00001205	1930	00	01
970807	00053842	1948	00	01
970807	00052842	1950	00	01
970807	00035330	1950	00	01
970807	00035401	1958	00	01
970807	00001307	1959	00	01
970807	00063710	2002	00	01
970807	00052068	2008	00	01
970807	00055364	2009	00	01
970809	00015049	0630	00	01
970809	00055364	0637	00	01
970809	00030294	0653	00	01
970809	00030945	0706	00	01
970809	00061572	0710	00	01
970809	00005004	0712	00	01
970809	00062243	0724	00	01
